token_clean,l1,token,category,uni_lemma,growth_rate_p,median_aoa_p,growth_rate_u,median_aoa_u
secadora,es,secadora,furniture_rooms,dryer,0.17418722954140203,34.802701764610894,,
silla,es,silla,furniture_rooms,chair,0.28383762570831,21.07159709739061,0.37258160102138255,13.024394748099938
sillón,es,sillón,furniture_rooms,couch,0.22187865176234955,27.27579203222161,0.42026750296513576,18.603744099743434
sofá,es,sofá,furniture_rooms,couch,0.152404466421283,34.709479789263675,0.42026750296513576,18.603744099743434
televisión,es,televisión,furniture_rooms,tv,0.2571889129492084,22.361357174499773,0.24263108389987112,11.418088532840379
tina,es,tina,furniture_rooms,bathtub,0.2046054913621365,25.817878418907274,0.20790504333465695,15.207435056251358
ventana,es,ventana,furniture_rooms,window,0.24297361024959235,24.621423318054603,0.2820584401179208,14.303459472184603
banco,es,banco (places),places,bank,0.15965740032169107,33.03650160440602,,
bosque,es,bosque,places,forest,0.1534091743423991,36.02579250070604,,
calle,es,calle,places,street,0.22757553257524263,21.34752034756043,0.21480418368496423,10.578288341847614
campo,es,campo,places,field,0.14688167657465392,34.88474989105127,0.4000258353566164,19.840389397234055
casa,es,casa,places,home,0.228431316833731,20.982484734607173,,
cerro,es,cerro,places,hill,0.1528638565237974,35.96810119160889,,
cine,es,cine,places,movie,0.21155318575552207,30.699865394085705,,
circo,es,circo,places,circus,0.1954882263523172,28.879957361286408,,
escuela,es,escuela,places,school,0.25526844907141616,24.316685091708184,0.3047533743502754,17.160035411404703
fábrica,es,fábrica,places,factory,0.14704146808350024,41.018687902290644,,
fiesta,es,fiesta,places,party,0.23323862779911908,26.1173762366838,0.43839824653724957,17.710577641343832
jardín,es,jardín,places,garden,0.1974072267659599,28.665809433746748,0.26841786236980303,18.573895573813026
oficina,es,oficina,places,office,0.19095589159850215,33.46422753212622,,
parque,es,parque,places,park,0.2042596129079383,27.78421838627953,0.32872439526740455,19.315166161919027
patio,es,patio (places),places,yard,0.19349171347129357,27.931002696598988,,
playa,es,playa,places,beach,0.16004850863046305,33.14467667364118,0.46624680338377333,19.742844687404325
rancho,es,rancho,places,farm,0.12738711422839324,40.536252456018936,,
río,es,río,places,river,0.16147689982538127,32.68049365240929,,
zoológico,es,zoológico,places,zoo,0.17107964901168868,34.86181921841218,0.5465764800451953,19.917813616565162
abuela,es,abuela,people,grandma,0.21803816380259575,18.817413655541763,0.15300146716830082,10.396098678600326
abuelo,es,abuelo,people,grandpa,0.18601508251845086,21.334231275251636,0.14683941937941414,14.256606589225301
amiga,es,amiga,people,friend,0.19008110371351436,28.462169695942517,,
amigo,es,amigo,people,friend,0.19787280859500664,28.549100028403462,,
bebé,es,bebé,people,baby,0.35314451523668555,16.647157911412457,0.23097625326224003,10.791055792898698
cura,es,cura,people,priest,0.1343826171284242,38.577365279333996,,
doctor,es,doctor,people,doctor,0.252352634040986,25.937292313813497,,
enfermera,es,enfermera,people,nurse,0.1590407069037863,35.42872340138277,,
familia,es,familia,people,family,0.158482531766878,34.41435017556569,0.33368556137228933,20.35473441750375
hermana,es,hermana,people,sister,0.13922022304258305,26.995084958934758,0.16259615583264964,17.507984119455934
hermano,es,hermano,people,brother,0.133644306624117,28.703672281086494,0.1869662342422404,17.65498608435554
madrina,es,madrina,people,godmother,0.1576741619959402,31.063477724361086,0.24134846643044006,20.210202059985768
maestra,es,maestra,people,teacher,0.2251929375142436,27.422260802089234,0.29143213555008823,19.74199319495505
mamá,es,mamá,people,mommy,0.32635549758750393,12.379248613287116,0.2359105890364439,5.245122165886197
mamá,es,mamá,people,mommy,0.32635549758750393,12.379248613287116,0.2359105890364439,5.245122165886197
nana,es,nana,people,babysitter,0.08345195381783714,37.016975096041506,0.23334635923582697,21.480051481979526
niña,es,niña,people,girl,0.21651087309497574,21.3287864597556,0.2660471554566348,15.85467629802001
niño,es,niño,people,boy,0.23155694598461338,21.734207553129576,0.2178719333594993,16.46537396188148
padrino,es,padrino,people,godfather,0.14295763959297733,32.30071050919779,0.2605143316914079,21.034663154044882
papá,es,papá,people,daddy,0.3092131312289562,12.477982002481669,0.18466170339771745,4.801453197422083
papá,es,papá,people,daddy,0.3092131312289562,12.477982002481669,0.18466170339771745,4.801453197422083
payaso,es,payaso,people,clown,0.22346758807627867,24.9594030506469,,
persona,es,persona,people,person,0.15501600242953417,35.121036935325336,0.2688892576615071,21.23536495859469
policía,es,policía,people,police,0.23368085661291216,28.85136944159791,,
prima,es,prima,people,cousin,0.12917507925453364,29.283646155219003,,
primo,es,primo,people,cousin,0.15050682038925522,28.20903808076055,,
señor,es,señor,people,man,0.24203405662146418,26.172947104463905,0.33695829187158455,18.60692757328025
señora,es,señora,people,woman,0.2201165142779147,27.66120107329437,0.30689545011709196,19.033074395595772
tía,es,tía,people,aunt,0.2190639443894395,20.155088438428212,0.174703997547057,14.949013675003046
tío,es,tío,people,uncle,0.22690034987607102,20.913201370080728,0.18892913407776313,16.127658188404293
acerrín,es,acerrín,games_routines,kid's song,0.11907005992092733,36.9063528526158,0.06660777650481334,30.48884918943133
ahí te voy,es,ahí te voy,games_routines,,0.12779719635617554,30.731569166973117,,
al agua patos,es,al agua patos...,games_routines,,0.12526360950726165,30.933103089823913,,
a ver,es,a ver...,games_routines,,0.18702087033697973,21.731022845929004,,
besitos,es,besitos,games_routines,kiss,0.17675772051563837,20.383552966088693,0.3774596323736267,10.100198153149218
bravo,es,bravo,games_routines,bravo,0.11905582777542519,15.059867497546868,,
buenos días,es,buenos días,games_routines,good morning,0.19165064680035912,26.689787206678748,0.20025527048839112,18.6612420063716
buenas noches,es,buenas noches,games_routines,good night,0.21353971211131453,25.995757642688222,0.25776964420589593,17.728807440627254
cosquillitas,es,cosquillitas,games_routines,tickle,0.1648047748712984,26.785581039255085,0.15490618172540999,9.275629189887047
gracias,es,gracias,games_routines,thank you,0.27682353186016806,18.513083805214308,0.32183110145813115,14.607774887595724
hola,es,hola,games_routines,hi,0.25768383652049687,18.47482452001857,0.21466531497001673,11.92134965692782
manos arriba,es,manos arriba,games_routines,hands up,0.12267669922277825,29.799066118014263,0.24309011215191156,12.38185884249857
ojitos,es,ojitos,games_routines,look at me,0.17633662974099762,22.172872383148327,0.2250699574387552,11.655938768925031
okay,es,okay,games_routines,,0.1442514535768284,30.752444342764214,,
pon pon tata,es,pon pon tata,games_routines,,0.04021584463560271,63.6717264643545,,
por favor,es,por favor,games_routines,please,0.2500413434906422,23.250582053686017,0.3276693477810317,18.310973078187367
salud,es,salud,games_routines,bless you,0.2117732199604066,24.54006434142067,0.23003421254455061,17.9672995362423
shhh,es,shhh,games_routines,shh,0.05798969313993869,11.388304803923607,0.22787412391009518,13.916284384206424
siesta,es,siesta,games_routines,nap,0.10532638138522914,39.388189009977786,0.1819254658298326,14.738122234544699
tengo manita,es,tengo manita,games_routines,have hands,0.12283301544126225,32.79022274446196,0.11484482214832212,19.540359844293732
te voy a pegar,es,te voy a pegar...,games_routines,hit,0.16809254422678746,28.25232653231648,0.2725131478897945,14.244648421169165
te voy a pegar,es,te voy a pegar...,games_routines,hit,0.16809254422678746,28.25232653231648,0.2725131478897945,14.244648421169165
tortillitas,es,tortillitas,games_routines,pattycake,0.1455123954605754,27.026412522403074,0.1255138814648086,15.208397813810937
uno dos tres,es,uno dos tres...,games_routines,one two three,0.24762660902252429,20.919707705841425,0.24216595829405413,17.2798315424972
vámonos,es,vámonos,games_routines,leave,0.1733709435582571,19.44123205026404,,
jalar,es,jalar,action_words,pull,0.22341870636043043,29.739514851685165,,
jugar,es,jugar,action_words,play,0.23765578831296758,24.285559235638626,0.2872380224682063,13.464956550935577
juntar,es,juntar,action_words,build,0.2335806643936266,31.47241764570493,,
leer,es,leer,action_words,read,0.18430971453574896,31.286591785814153,0.3783433169853761,19.28557292219438
llorar,es,llorar,action_words,cry,0.23152465125657692,24.869754654965213,0.24526520109533487,12.58022615890789
llover,es,llover,action_words,rain,0.23919279197351323,27.754806397974967,0.38347915220308476,16.648381331448327
mirar,es,mirar,action_words,look,0.15534952453348844,27.340165198946917,0.23645402440108293,13.192415061520705
morder,es,morder,action_words,bite,0.2174960067587228,26.834413973331227,0.2055111920423786,12.67404367853106
nadar,es,nadar,action_words,swim,0.1978199510227685,31.320220091229125,,
oír,es,oír,action_words,hear,0.11076145677712755,28.528003818130845,,
patear,es,patear,action_words,kick,0.20230596794190314,29.353000864242972,,
patinar,es,patinar,action_words,skate (action),0.18859761689631435,34.00935676638247,,
pensar,es,pensar,action_words,think,0.16894155126534355,37.26495541841986,,
perder,es,perder,action_words,miss,0.2376937957437273,31.4507237497595,,
pintar,es,pintar,action_words,paint (action),0.24345685292254407,26.830666597739135,0.4242645167665661,17.54824232381631
platicar,es,platicar,action_words,talk,0.18360289298476265,31.62279556000559,,
poder,es,poder,action_words,can (auxiliary),0.2470390984720847,29.025504208246087,0.38617117302934867,19.34205753517627
prender,es,prender,action_words,turn on,0.1987765823176993,30.23844542076736,0.2955790140053003,18.119610556459975
querer,es,querer,action_words,want,0.22050394174724697,26.829011674142944,0.30511511769900435,15.709731427356402
regalar,es,regalar,action_words,give,0.19971774343546633,31.88263789621314,0.31194397951144665,12.153187743609173
romper,es,romper,action_words,break,0.25584672223804084,26.58202877839464,0.3133557063996972,17.058441259003807
saber,es,saber,action_words,know,0.25254119458109436,30.50685137194537,,
sacar,es,sacar,action_words,take,0.2188295182137442,28.867746911654685,0.30729677469099714,15.784117447716476
sacar,es,sacar,action_words,take,0.2188295182137442,28.867746911654685,0.3535043202418436,17.185041306672616
sacar,es,sacar,action_words,take,0.2188295182137442,28.867746911654685,0.26876303506841837,14.656351061203836
sacar,es,sacar,action_words,take,0.2188295182137442,28.867746911654685,0.3535043202418436,17.185041306672616
sacar,es,sacar,action_words,take,0.2188295182137442,28.867746911654685,0.26876303506841837,14.656351061203836
saltar,es,saltar,action_words,jump,0.17588182013306566,28.6407756807433,0.2560106812116177,14.586196662285419
saludar,es,saludar,action_words,greet,0.18859342659452774,29.264284856122078,,
soplar,es,soplar,action_words,blow,0.17516247599329504,28.07001461715224,0.32184921724635474,14.02382202943224
tapar,es,tapar,action_words,cover (action),0.23936581939817206,27.301312298713054,,
tener,es,tener,action_words,have,0.17284192876492552,30.85028560966607,0.28024669966085614,19.534160216526857
terminar,es,terminar,action_words,finish,0.21891715151138266,29.985431311220317,0.3408424194025115,15.442772667888708
terminar,es,terminar,action_words,finish,0.21891715151138266,29.985431311220317,0.3408424194025115,15.442772667888708
tirar,es,tirar,action_words,throw,0.21403733867129685,27.204723762017867,0.3463550070729293,13.844013035367146
tirar,es,tirar,action_words,throw,0.21403733867129685,27.204723762017867,0.2773319415239467,14.531052024247463
tocar,es,tocar,action_words,touch,0.1984245685226993,28.375872380261466,0.2710669559019259,15.086934578680939
acabar,es,acabar,action_words,finish,0.19638779233007186,25.595059005254793,0.3408424194025115,15.442772667888708
acabar,es,acabar,action_words,finish,0.19638779233007186,25.595059005254793,0.3408424194025115,15.442772667888708
acompañar,es,acompañar,action_words,accompany,0.26017205831688894,29.25195746702793,,
agarrar,es,agarrar,action_words,hold,0.23188280265111366,27.547506057667388,,
almorzar,es,almorzar,action_words,lunch (action),0.11716253342944244,39.35920351722962,,
andar,es,andar,action_words,walk,0.1354105576165082,32.520024729143586,0.2883333409246274,11.072701431178654
apagar,es,apagar,action_words,turn off,0.24796522955706787,24.858120147044318,0.34384772128691976,15.215696786736611
aventar,es,aventar,action_words,throw,0.2157486697709098,27.945602509530634,0.3463550070729293,13.844013035367146
aventar,es,aventar,action_words,throw,0.2157486697709098,27.945602509530634,0.2773319415239467,14.531052024247463
ayudar,es,ayudar,action_words,help,0.23908376694567374,26.77138125563635,0.39451484476137494,17.314020720952005
bailar,es,bailar,action_words,dance,0.20109852025759148,23.94252415354561,0.2722722467600126,10.06738443274449
barrer,es,barrer,action_words,sweep,0.2390490475835142,26.534995949529993,,
besar,es,besar,action_words,kiss,0.20248847865862293,25.177243769157858,0.3774596323736267,10.100198153149218
brincar,es,brincar,action_words,jump,0.23294759220125316,24.729419157525786,0.2560106812116177,14.586196662285419
buscar,es,buscar,action_words,watch (action),0.24219834182374766,27.508739873056033,,
caber,es,caber,action_words,fit,0.2266518120278377,30.167249801950362,,
caminar,es,caminar,action_words,walk,0.21232296744233534,25.47656612411109,0.2883333409246274,11.072701431178654
cantar,es,cantar,action_words,sing,0.20559957479638213,24.968575633340244,0.2786544051606207,13.485676968012667
cargar,es,cargar,action_words,carry,0.2196576614033114,27.942314012994505,,
cenar,es,cenar,action_words,dine,0.20351729461694898,29.373423620410275,0.2962535369041216,18.240856355743404
cerrar,es,cerrar,action_words,close,0.22477747610015406,26.00164151090238,0.38656386188371444,14.658955293921807
cocinar,es,cocinar,action_words,cook,0.17294554492680617,34.205411970121766,,
comprar,es,comprar,action_words,buy,0.2556535354920666,26.245063876176864,,
correr,es,correr,action_words,run,0.23199255304505245,24.94868338697017,0.4649356358356409,15.023409208766344
cortar,es,cortar,action_words,cut,0.28065459843445906,28.445877924503375,,
dar,es,dar,action_words,give,0.1764657697241651,25.209912778887244,0.31194397951144665,12.153187743609173
decir,es,decir,action_words,say,0.20314975824621417,30.053262737730943,0.3586997705707309,18.50826172203731
desayunar,es,desayunar,action_words,breakfast (action),0.1996757482080764,29.39298589977339,0.28374442801166,17.15985463705076
dibujar,es,dibujar,action_words,draw,0.2213941279480676,28.144380435258476,0.39530271052362226,17.6403328218983
doler,es,doler,action_words,hurt (action),0.22727199759503558,25.384901655197478,0.3713064709771315,16.599345939407655
empujar,es,empujar,action_words,push,0.20006438058448525,29.811065526221352,0.3042041422162195,17.40444684706473
encontrar,es,encontrar,action_words,find,0.23881722839601438,29.585513952601502,,
enseñar,es,enseñar,action_words,show,0.2031324981192178,31.274124306397056,0.3070622557429396,18.91561391363407
entrar,es,entrar,action_words,enter,0.24447862832177247,28.28388902242875,,
escribir,es,escribir,action_words,write,0.20422973411265147,28.444350219979675,0.4165028834377967,17.150152428641487
escuchar,es,escuchar,action_words,listen,0.17329298670188858,32.006200541055286,,
ganar,es,ganar,action_words,gain,0.2562875090842204,28.852747628208185,,
gritar,es,gritar,action_words,shout,0.2020780428260067,26.913164042747596,,
gustar,es,gustar,action_words,like,0.24681597147766252,27.41805092984416,,
hacer,es,hacer,action_words,do,0.23169986252671282,29.082324436447603,,
abrir,es,abrir,action_words,open (action),0.2513617406693662,21.92644390862785,0.3940335221701715,12.894840745807578
estar,es,estar,states,be,0.1428484004146876,33.279015249131014,0.23551087590483416,18.03694821624642
estar,es,estar,states,be,0.1428484004146876,33.279015249131014,0.31441917886649196,19.097348059341023
haber,es,haber (hay),states,,0.0977848264634122,34.7525153416757,,
ser,es,ser,states,be,0.13433835060906704,36.63101242521321,0.23551087590483416,18.03694821624642
ser,es,ser,states,be,0.13433835060906704,36.63101242521321,0.31441917886649196,19.097348059341023
alto,es,alto,descriptive_words,tall,0.17820288251133126,32.57283672072159,,
amarillo,es,amarillo,descriptive_words,yellow,0.2163344721690602,28.660714368403223,0.3510460305063962,21.90270792157327
azul,es,azul,descriptive_words,blue,0.21533862919891847,27.776479110855917,0.36209502909037705,21.831678211296683
blanco,es,blanco,descriptive_words,white,0.21233452395191252,29.97443288095907,,
bonita,es,bonita,descriptive_words,pretty,0.23133078003594212,25.775753485964444,0.19646875737839614,17.77276125981371
bueno,es,bueno,descriptive_words,good,0.18935396217752462,27.985983028597342,,
caliente,es,caliente,descriptive_words,hot,0.25068977172944906,22.181435684395723,0.3023017699555842,13.600530538847735
cansado,es,cansado,descriptive_words,tired,0.223316630766221,29.339469550153712,0.30462034173211083,19.767112458343483
chaparro,es,chaparro,descriptive_words,short,0.1101852544192147,44.93464355844781,,
chico,es,chico,descriptive_words,little (description),0.21991001998725482,28.956610431046915,0.39656292318283803,20.125815998059778
chico,es,chico,descriptive_words,little (description),0.21991001998725482,28.956610431046915,0.39419184668185375,19.87137870455023
chulo,es,chulo,descriptive_words,cute,0.11750754252263257,39.940287263363594,0.19945911599815364,21.33271108371666
descompuesto,es,descompuesto,descriptive_words,,0.21451340208246697,31.972912154796433,,
despierto,es,despierto,descriptive_words,awake,0.2496632100868366,27.849324756708672,,
diferente,es,diferente,descriptive_words,different,0.12648892675746418,43.05051449293726,0.41244110103118353,21.35570922015408
difícil,es,difícil,descriptive_words,hard,0.1542507626041056,37.9419237533779,0.4175744879179155,20.9104108656913
duro,es,duro,descriptive_words,tough,0.24676657027709473,27.692283466336836,,
enfermo,es,enfermo,descriptive_words,sick,0.283686863901613,28.463183363277395,0.2620203557113483,20.093928827131574
enojado,es,enojado,descriptive_words,angry,0.21982474385766448,28.104439177051606,0.18312555179466747,17.383134310080706
feliz,es,feliz,descriptive_words,happy,0.177974590343231,32.18665594327608,0.22860061627240985,18.172073360050593
feo,es,feo,descriptive_words,ugly,0.22490498253153854,25.442797763579346,0.23000850593930303,18.97055074544639
flaco,es,flaco,descriptive_words,thin,0.1702882726727386,33.855225177132695,,
frío,es,frío,descriptive_words,cold,0.2557449729563051,23.566244422355414,0.26848137948429085,16.319646191335103
fuchi,es,fuchi,descriptive_words,yucky,0.1769813854976778,22.453505833142337,0.2218637910095924,12.839434357404228
fuerte,es,fuerte,descriptive_words,strong,0.20488636109921335,31.397814225255154,,
gordo,es,gordo,descriptive_words,fat,0.21906767370663702,30.158684394080183,,
grande,es,grande,descriptive_words,big,0.2522622353744483,27.025791006004205,0.3213724844412232,20.45352773531297
guapo,es,guapo,descriptive_words,cute,0.17133450932308394,30.066825573542122,0.19945911599815364,21.33271108371666
hambre,es,hambre,descriptive_words,hungry,0.22191385453400628,26.260899338626256,0.21009853760231798,15.268217763162893
igual,es,igual,descriptive_words,same,0.167780084090617,35.28169129204831,0.43304085032533773,20.976896065230253
largo,es,largo,descriptive_words,long,0.17744962463089253,36.46502332613352,,
lento,es,lento,descriptive_words,slow,0.15455559738786326,37.5644040364433,,
limpio,es,limpio,descriptive_words,clean (description),0.2318060921543166,28.238887980286997,0.2533217558461257,19.29239344608789
linda,es,linda,descriptive_words,cute,0.1743356823133873,33.32278416342362,0.19945911599815364,21.33271108371666
lleno,es,lleno,descriptive_words,full,0.20980814622644808,31.08894151181732,0.2753220828742052,21.289666680858932
malo,es,malo,descriptive_words,bad,0.2323030035499073,28.16790473549186,0.3317640702437837,19.740678036606827
mejor,es,mejor,descriptive_words,better,0.21542392034277566,33.78859313806404,,
mojado,es,mojado,descriptive_words,wet (description),0.253081110757708,26.230304860697455,,
morado,es,morado,descriptive_words,purple,0.18501418036790115,34.995400047604164,,
negro,es,negro,descriptive_words,black,0.23005099926975978,30.805537605953678,,
nuevo,es,nuevo,descriptive_words,new,0.231280751810502,29.657238469134196,0.38436339292798666,20.30141020108127
oscuro,es,oscuro,descriptive_words,dark,0.20576251621760525,31.8011360631339,0.2431625243909426,20.977435542017822
pegajoso,es,pegajoso,descriptive_words,sticky,0.10506383518590175,47.67766961034439,,
peligroso,es,peligroso,descriptive_words,dangerous,0.13192985078533245,41.574573604358356,,
pesado,es,pesado,descriptive_words,heavy,0.2256991971910187,29.628151488053273,0.36300986376167693,19.61831934405946
pobre,es,pobre,descriptive_words,poor,0.1483989237313429,38.31740837544629,,
primero,es,primero,descriptive_words,first,0.248439096236124,30.75778843644728,,
rápido,es,rápido (descriptive),descriptive_words,fast,0.21919520066476192,29.324450539241294,,
rojo,es,rojo,descriptive_words,red,0.2198371562827671,27.97922914339105,0.3036379786481686,22.83913476140409
rosa,es,rosa,descriptive_words,pink,0.2350125380138791,31.013755580095733,,
roto,es,roto,descriptive_words,broken,0.24602889101732137,28.228664791181917,0.4376622875567544,19.608519063181728
ruidoso,es,ruidoso,descriptive_words,noisy,0.10487368305307548,46.46772461137438,,
seco,es,seco,descriptive_words,dry (description),0.2473854296471448,30.41800931472225,,
suave,es,suave,descriptive_words,soft,0.1419568831776305,37.170906831404274,0.3152812947115127,21.28573150228576
sucio,es,sucio,descriptive_words,dirty,0.24490560305655332,25.6216190182537,0.2578622754197819,18.174992059495903
tonto,es,tonto,descriptive_words,silly,0.1758793495649201,29.604089133442923,,
tranquilo,es,tranquilo,descriptive_words,quiet,0.11035263691410838,46.64869318717838,,
travieso,es,travieso,descriptive_words,naughty,0.1913206798051537,32.21626889211441,,
triste,es,triste,descriptive_words,sad,0.20381413424959324,31.624181378644334,0.24665127948589013,21.99412728680953
último,es,último,descriptive_words,last,0.16819894544485153,37.72080906253846,,
vacío,es,vacío,descriptive_words,empty,0.1455407770735908,36.49086164759991,0.4047306460307376,19.891721525967423
verde,es,verde,descriptive_words,green,0.19538465645023825,30.623735040439726,0.35722167032887786,22.048076455031197
viejo,es,viejo,descriptive_words,old,0.1711049885717497,33.87838620899385,0.35065644956675635,21.770312425275826
al rato,es,al rato,time_words,later,0.2396478292731891,30.146435102408486,,
antes,es,antes,time_words,before,0.11923163169731735,45.70714219241214,,
ayer,es,ayer,time_words,yesterday,0.16865864716893708,34.57738388611046,0.40428600099009954,21.40542039255518
después,es,después,time_words,after,0.16105139688220238,36.151577176960316,0.3212287818036442,20.925179874680058
día,es,día,time_words,day,0.17493602562769117,31.193497297883617,0.2943111257466206,19.882679906836604
en la mañana,es,en la mañana,time_words,morning,0.21266853733788138,31.52103841956417,,
en la noche,es,en la noche,time_words,night,0.234667028721916,30.99326784554854,0.2434271933800008,18.720360608218662
en la tarde,es,en la tarde,time_words,afternoon,0.1992339162630885,34.42999738635545,,
hoy,es,hoy,time_words,today,0.14761152258827573,33.33727983858644,0.36860219617696344,20.397182327433317
mañana,es,mañana,time_words,tomorrow,0.20753303052766198,29.28978375842537,0.3354597201447383,21.37434572289182
noche,es,noche,time_words,night,0.19270230291298104,29.259440408100435,0.2434271933800008,18.720360608218662
aquel,es,aquel,pronouns,that,0.16555232096963426,33.03662423435486,0.2967485908511962,18.459238241811665
aquel,es,aquel,pronouns,that,0.16555232096963426,33.03662423435486,0.3050471374739108,20.099087168260393
aquel,es,aquel,pronouns,that,0.16555232096963426,33.03662423435486,0.2728128949105477,18.003898392106947
aquel,es,aquel,pronouns,that,0.16555232096963426,33.03662423435486,0.2642149447943361,17.30095393239732
aquel,es,aquel,pronouns,that,0.16555232096963426,33.03662423435486,0.26971683199801116,18.128921466609828
aquella,es,aquella,pronouns,that,0.14827934856531716,37.79520880746037,0.2967485908511962,18.459238241811665
aquella,es,aquella,pronouns,that,0.14827934856531716,37.79520880746037,0.3050471374739108,20.099087168260393
aquella,es,aquella,pronouns,that,0.14827934856531716,37.79520880746037,0.2728128949105477,18.003898392106947
aquella,es,aquella,pronouns,that,0.14827934856531716,37.79520880746037,0.2642149447943361,17.30095393239732
aquella,es,aquella,pronouns,that,0.14827934856531716,37.79520880746037,0.26971683199801116,18.128921466609828
aquellas,es,aquellas,pronouns,those,0.14838211043751678,41.00010332862542,0.3320215145977397,20.225579807026225
aquellas,es,aquellas,pronouns,those,0.14838211043751678,41.00010332862542,0.27743204290726614,20.90735045930235
aquellos,es,aquellos,pronouns,those,0.11556018488643342,45.52986730594721,0.3320215145977397,20.225579807026225
aquellos,es,aquellos,pronouns,those,0.11556018488643342,45.52986730594721,0.27743204290726614,20.90735045930235
él,es,él (pronouns),pronouns,3SG,0.20605834013407476,25.00317207304365,0.33614493354031394,20.525076854103713
él,es,él (pronouns),pronouns,3SG,0.20605834013407476,25.00317207304365,0.3733744052016859,20.180752984293242
él,es,él (pronouns),pronouns,3SG,0.20605834013407476,25.00317207304365,0.3954045612919513,20.312858104034973
ella,es,ella,pronouns,3SG,0.2283401404662041,27.250279368481614,0.33614493354031394,20.525076854103713
ella,es,ella,pronouns,3SG,0.2283401404662041,27.250279368481614,0.3733744052016859,20.180752984293242
ella,es,ella,pronouns,3SG,0.2283401404662041,27.250279368481614,0.3954045612919513,20.312858104034973
ellas,es,ellas,pronouns,3PL,0.21028751466215367,33.78995849709198,0.40617572671393726,20.60771833615552
ellos,es,ellos,pronouns,3PL,0.210041805676339,33.842682197109895,0.40617572671393726,20.60771833615552
esa,es,esa,pronouns,that,0.2061889259384085,26.273407720615733,0.2967485908511962,18.459238241811665
esa,es,esa,pronouns,that,0.2061889259384085,26.273407720615733,0.3050471374739108,20.099087168260393
esa,es,esa,pronouns,that,0.2061889259384085,26.273407720615733,0.2728128949105477,18.003898392106947
esa,es,esa,pronouns,that,0.2061889259384085,26.273407720615733,0.2642149447943361,17.30095393239732
esa,es,esa,pronouns,that,0.2061889259384085,26.273407720615733,0.26971683199801116,18.128921466609828
esas,es,esas,pronouns,those,0.19308578783717353,31.828062169999534,0.3320215145977397,20.225579807026225
esas,es,esas,pronouns,those,0.19308578783717353,31.828062169999534,0.27743204290726614,20.90735045930235
ese,es,ese,pronouns,that,0.19697605941626029,24.757698346129644,0.2967485908511962,18.459238241811665
ese,es,ese,pronouns,that,0.19697605941626029,24.757698346129644,0.3050471374739108,20.099087168260393
ese,es,ese,pronouns,that,0.19697605941626029,24.757698346129644,0.2728128949105477,18.003898392106947
ese,es,ese,pronouns,that,0.19697605941626029,24.757698346129644,0.2642149447943361,17.30095393239732
ese,es,ese,pronouns,that,0.19697605941626029,24.757698346129644,0.26971683199801116,18.128921466609828
eso,es,eso,pronouns,that,0.195544241366446,27.48848365615597,0.2967485908511962,18.459238241811665
eso,es,eso,pronouns,that,0.195544241366446,27.48848365615597,0.3050471374739108,20.099087168260393
eso,es,eso,pronouns,that,0.195544241366446,27.48848365615597,0.2728128949105477,18.003898392106947
eso,es,eso,pronouns,that,0.195544241366446,27.48848365615597,0.2642149447943361,17.30095393239732
eso,es,eso,pronouns,that,0.195544241366446,27.48848365615597,0.26971683199801116,18.128921466609828
esos,es,esos,pronouns,those,0.19007440323150768,32.521402477801026,0.3320215145977397,20.225579807026225
esos,es,esos,pronouns,those,0.19007440323150768,32.521402477801026,0.27743204290726614,20.90735045930235
ésta,es,ésta,pronouns,this,0.19615074146840356,26.789114928832785,0.2544688554477368,18.980159419448448
ésta,es,ésta,pronouns,this,0.19615074146840356,26.789114928832785,0.23942442735841304,18.96521699823088
ésta,es,ésta,pronouns,this,0.19615074146840356,26.789114928832785,0.26966840640142303,19.66918331896846
éstas,es,éstas,pronouns,these,0.1689540186266169,33.9001170351234,0.29641581671208495,20.67609039084065
éstas,es,éstas,pronouns,these,0.1689540186266169,33.9001170351234,0.2681371665029046,21.862000972552163
éste,es,éste,pronouns,this,0.18274798925026262,26.077395154272917,0.2544688554477368,18.980159419448448
éste,es,éste,pronouns,this,0.18274798925026262,26.077395154272917,0.23942442735841304,18.96521699823088
éste,es,éste,pronouns,this,0.18274798925026262,26.077395154272917,0.26966840640142303,19.66918331896846
esto,es,esto,pronouns,this,0.1707015828097291,31.626671123006453,0.2544688554477368,18.980159419448448
esto,es,esto,pronouns,this,0.1707015828097291,31.626671123006453,0.23942442735841304,18.96521699823088
esto,es,esto,pronouns,this,0.1707015828097291,31.626671123006453,0.26966840640142303,19.66918331896846
éstos,es,éstos,pronouns,these,0.1571879749595427,35.26024831199371,0.29641581671208495,20.67609039084065
éstos,es,éstos,pronouns,these,0.1571879749595427,35.26024831199371,0.2681371665029046,21.862000972552163
le,es,le,pronouns,3SG,0.20344250442188702,30.386884282571017,0.33614493354031394,20.525076854103713
le,es,le,pronouns,3SG,0.20344250442188702,30.386884282571017,0.3733744052016859,20.180752984293242
le,es,le,pronouns,3SG,0.20344250442188702,30.386884282571017,0.3954045612919513,20.312858104034973
les,es,les,pronouns,3PL,0.17662023474313301,34.39593965719252,0.40617572671393726,20.60771833615552
lo,es,lo,pronouns,3SG,0.1804321067798114,31.746939716618073,0.33614493354031394,20.525076854103713
lo,es,lo,pronouns,3SG,0.1804321067798114,31.746939716618073,0.3733744052016859,20.180752984293242
