token,l1,category,uni_lemma,token_clean,growth_rate_p,median_aoa_p,growth_rate_u,median_aoa_u
moon,en,outside,moon,moon,0.27899957826697747,21.638977618661098,0.3372321918385731,17.940137619920392
pool,en,outside,pool,pool,0.26064484264430887,24.524925909048154,0.2025906623316447,20.027174085279466
rain,en,outside,rain,rain,0.3376185977343467,22.744212678153612,0.32764799064650935,18.272036208201694
rock,en,outside,rock (object),rock,0.2631353792731164,23.248242747173666,0.37142090975571046,17.710479140969305
roof,en,outside,roof,roof,0.2632850642530558,30.354806906791985,,
sandbox,en,outside,sandbox,sandbox,0.2286830100946446,29.436616830405583,,
shovel,en,outside,shovel,shovel,0.260168269899209,27.06438713017679,0.2957001699018226,21.328780632505207
sidewalk,en,outside,sidewalk,sidewalk,0.261080518283995,28.862804163514078,,
sky,en,outside,sky,sky,0.2686608193329007,24.96479817139248,0.2836779524394361,19.62283496262821
slide (object),en,outside,slide (object),slide,0.26269498260662255,24.028727186388526,0.40457063045255404,16.365314770045902
snow,en,outside,snow,snow,0.2608675785598891,25.352424621414134,0.19273263452203448,25.018690387231572
snowman,en,outside,snowman,snowman,0.26266817324198527,27.52313760837761,,
sprinkler,en,outside,sprinkler,sprinkler,0.23124252357117545,31.248965090486315,,
star,en,outside,star,star,0.28055201958825005,23.012070346052617,0.35139844958328353,19.09164892729966
stick,en,outside,stick,stick,0.2534458420537189,25.47714431784853,,
stone,en,outside,stone,stone,0.22268902724957562,31.628482609333915,,
street,en,outside,street,street,0.2698294814097913,26.803190887567155,,
sun,en,outside,sun,sun,0.3213802007621354,23.08142832033864,0.295960401943375,19.03835092969529
swing (object),en,outside,swing (object),swing,0.2647368809441766,23.3162188395483,0.3050030013306754,15.928527704655583
tree,en,outside,tree,tree,0.30192879108458426,21.044348862238923,0.3554090983132775,15.786809785771576
water (not beverage),en,outside,water (not beverage),water,0.2867508128642329,20.99287143390313,0.2836136580961574,15.118315285473718
wind,en,outside,wind,wind,0.25129151812188705,26.87953741331026,,
beach,en,places,beach,beach,0.260034792724019,27.049324416530943,0.23467371100252926,23.36578597344694
camping,en,places,camping,camping,0.23561502437690343,33.875983650258185,,
church*,en,places,church,church,0.1916803347615527,29.933751881595924,0.12688339702579796,30.860679900286883
circus,en,places,circus,circus,0.23207629400494564,34.25526558864754,,
country,en,places,country,country,0.24072030654535898,37.12191301530163,,
downtown,en,places,downtown,downtown,0.22417600989637215,35.40342727006468,,
farm,en,places,farm,farm,0.2462248798922367,28.391685799888673,,
gas station,en,places,gas station,gas station,0.2837884599452753,30.057957057798713,,
home,en,places,home,home,0.31959294684994183,22.239878402984353,0.2650023199291735,15.113333787774042
house,en,places,house,house,0.29909021994868823,23.5075311446887,0.30066323161690217,17.38778420269216
movie,en,places,movie,movie,0.25681973007926573,28.41214991348445,,
outside,en,places,outside,outside,0.27261584206029793,21.12017828919642,0.3496045452555009,12.375512816445443
park,en,places,park,park,0.2972680761248788,23.280335714674944,0.3308774991072661,16.880223487065457
party,en,places,party,party,0.2899471945030475,26.97759258812365,0.16102848259770597,29.931957020371666
picnic,en,places,picnic,picnic,0.2652717377182368,29.914548287826225,,
playground,en,places,playground,playground,0.26316667604062977,27.612762918432733,,
school,en,places,school,school,0.30510764039056565,24.503148491358132,0.20839970358382978,22.480860648331447
store,en,places,store,store,0.29334003358357885,25.01014097191803,0.26922861047065705,19.30479843177989
woods,en,places,forest,woods,0.22372170050851548,34.54355512918403,,
work (place),en,places,work (place),work,0.2874835300977673,25.20956445996617,0.26441151175499894,20.89294660657324
yard,en,places,yard,yard,0.23804502463321012,29.30100792737925,0.23722233656833897,19.14108177365822
zoo,en,places,zoo,zoo,0.24051024261278653,27.50799138552409,0.1890600763478318,26.42126092013267
aunt,en,people,aunt,aunt,0.2225015010509305,26.56743626063152,0.13848342617758294,21.91202743072898
baby,en,people,baby,baby,0.33923880190579564,16.849013167380836,0.2759160175586119,11.51897994427752
babysitter,en,people,babysitter,babysitter,0.22549776532237614,34.6106646276452,0.10587178550438558,36.578754385821256
babysitter's name,en,people,babysitter's name,babysitter's name,0.14961319582450794,28.693480969025668,0.1476442138735971,21.936046453309963
boy,en,people,boy,boy,0.2753826982280848,24.455476381414446,0.21101183398783396,21.56748575217194
brother,en,people,brother,brother,0.19834077798242905,27.790793418367127,0.03999291336972679,41.05414729306732
child,en,people,child,child,0.2304943735479253,32.246141787501166,0.1803242048598445,26.513247079391302
clown,en,people,clown,clown,0.20206879088406945,31.27786866710837,,
cowboy,en,people,cowboy,cowboy,0.26862241215050686,32.20330145545512,,
daddy*,en,people,daddy,daddy,0.3121271418263639,12.094388092638368,0.24595161961488315,3.3347618712938005
doctor,en,people,doctor,doctor,0.2828545496649338,25.509212525205722,,
fireman,en,people,firefighter,fireman,0.28843691960144585,28.55359214559131,,
friend,en,people,friend,friend,0.2746244397355037,27.04412670609454,,
girl,en,people,girl,girl,0.25223192290948393,25.283964699162766,0.20539077283506962,22.63681739782313
grandma*,en,people,grandma,grandma,0.27796422822246913,18.191708431404773,0.19908988819868498,9.678511745746043
grandpa*,en,people,grandpa,grandpa,0.25514132955378305,19.402775097373258,0.18165853044886845,12.16260338345579
lady,en,people,lady,lady,0.23154949994014543,29.71324070740406,0.18574460431634857,26.438324231421745
mailman,en,people,mailman,mailman,0.23298138113583294,30.619561274264516,,
man,en,people,man,man,0.24677366062681383,27.098785136434113,0.20344168240611446,24.592238945273195
mommy*,en,people,mommy,mommy,0.32543612845783987,12.099428960675988,0.253645635670567,2.6364256061413593
nurse,en,people,nurse,nurse,0.22944095323772973,34.081000694715065,,
people,en,people,people,people,0.24789262192214742,28.211171863400384,0.21698597287167395,22.670193049964052
person,en,people,person,person,0.24647925859621972,32.656970105300616,0.20281352519361187,25.943985087242954
pet's name,en,people,pet's name,pet's name,0.12194806789815868,22.48691180494074,,
police,en,people,police,police,0.2953110840554554,29.156299962795714,,
sister,en,people,sister,sister,0.19173898244916432,27.733836249276656,0.029284982298728182,53.119428189015174
teacher,en,people,teacher,teacher,0.27179598063538996,28.548508861502487,0.20086436051271606,25.53054697834665
uncle,en,people,uncle,uncle,0.23656940959642486,26.969929849497078,0.15196760430652614,23.925838785435545
bath,en,games_routines,bath,bath,0.2765710145095754,19.076881346519837,0.32520652923169563,9.236027032386092
breakfast,en,games_routines,breakfast,breakfast,0.28127901077781875,24.815773046010435,0.29119535395704754,13.902443083198403
bye,en,games_routines,bye,bye,0.3390667468290771,14.252027653476402,0.46253838700346117,8.395701244614957
call (on phone),en,games_routines,call,call,0.2428703083307246,24.011668318269244,,
dinner,en,games_routines,dinner,dinner,0.28366592577655597,25.034292472599333,0.2932570795544739,14.845968982660821
give me five!,en,games_routines,give me five,give me five,0.22327842801477546,25.23891817798169,,
gonna get you!,en,games_routines,gonna get you,gonna get you,0.22670071050938778,25.613551547091248,,
go potty,en,games_routines,go potty,go potty,0.2821996348565728,23.276470527905857,,
hello,en,games_routines,hello,hello,0.24959309085663764,19.83415272251225,0.2504163416028412,12.03836410312475
hi,en,games_routines,hi,hi,0.23978654100974028,15.503553061741524,0.2711637915522325,8.555575889606793
lunch,en,games_routines,lunch,lunch,0.29288976009768775,24.942676892117515,0.3156402351162881,14.831392463747735
nap,en,games_routines,nap,nap,0.2979393084920437,23.11378332426024,0.2944610044967979,12.581653712420456
night night,en,games_routines,good night,night night,0.2553171332913346,19.03375620918292,0.276290855143354,10.956334281397039
no,en,games_routines,no,no,0.36571692016027846,15.615491950583293,0.38496418474918903,8.392726866531516
pattycake,en,games_routines,pattycake,pattycake,0.19033071261859652,28.25589886425253,0.14480157767378088,15.61773966714775
peekaboo,en,games_routines,peekaboo,peekaboo,0.23310662702591609,20.240101392500492,0.27035588475597017,8.236905951682695
please,en,games_routines,please,please,0.3418707100166425,19.29797004533653,0.3740307373223712,15.577566592661844
shopping,en,games_routines,shopping,shopping,0.26869504628097896,27.046277447270437,,
snack,en,games_routines,snack,snack,0.24960297863513403,23.7767881356826,,
so big!,en,games_routines,so big,so big,0.2202755549729666,27.015688592282725,,
thank you,en,games_routines,thank you,thank you,0.30398587148550427,18.711819703494495,0.3417378194474412,13.456623997651091
this little piggy,en,games_routines,this little piggy,this little piggy,0.21554050809791725,28.558762048392612,,
turn around,en,games_routines,turn around,turn around,0.2579767805817935,27.01690000555521,,
yes,en,games_routines,yes,yes,0.31956275913531773,18.479725885683724,0.3532945812343696,11.929157170473879
bite,en,action_words,bite,bite,0.26466577540823527,23.53294210585466,0.2803079064504444,14.179365389537681
blow,en,action_words,blow,blow,0.2656699082501099,25.109575649672006,0.4095430008293714,15.479993439890979
break,en,action_words,break,break,0.3029632315806116,25.81119281580355,0.2929438967825214,21.362767911000187
bring,en,action_words,bring,bring,0.27268032508867557,27.45658252814233,0.4027429098231985,14.420769993934696
build,en,action_words,build,build,0.28732024427310277,27.543910044284853,,
bump,en,action_words,bump,bump,0.2242244301638815,27.64354148344198,0.29411742225154713,19.451293651986894
buy,en,action_words,buy,buy,0.2941037505092179,28.461206408075856,,
carry,en,action_words,carry,carry,0.28531281492308697,26.139924158117395,,
catch,en,action_words,catch,catch,0.29097781916407073,25.999369198056574,,
chase,en,action_words,chase,chase,0.24375367016200095,29.14914066089069,,
clap,en,action_words,clap,clap,0.2389677660415485,24.027877298993733,,
clean (action),en,action_words,clean (action),clean,0.300966334251058,24.456771636076255,0.4230038722620669,16.050032734924606
climb,en,action_words,climb,climb,0.2672920007781609,26.39376660189036,,
close,en,action_words,close,close,0.2764394815980821,25.125827346027044,0.3749808343765113,15.237126694518013
cook,en,action_words,cook,cook,0.26513402992686763,25.911584780448134,,
cover,en,action_words,cover (action),cover,0.2657815931195508,29.437999315164824,,
cry,en,action_words,cry,cry,0.33547440717344607,23.81354395859747,0.2626038877129361,16.352875053786175
cut,en,action_words,cut,cut,0.28762736338557743,27.260298985287513,,
dance,en,action_words,dance,dance,0.28680859029530975,23.797796079866586,0.3786609351579168,13.01277062518372
draw,en,action_words,draw,draw,0.28164315447258365,26.050916559980106,0.42155069335247564,17.759610035448226
drink (action),en,action_words,drink (action),drink,0.28280923568726557,22.828557937409165,0.34686096851049897,12.383281247113823
drive,en,action_words,drive,drive,0.2895069625264862,26.083488646382644,0.3188012762439588,18.809736988951357
drop,en,action_words,drop,drop,0.2686246077380061,27.004171211017816,,
dry (action),en,action_words,dry (action),dry,0.26040337361658206,27.992558379967655,,
dump,en,action_words,dump,dump,0.22558142265850853,30.855767603759205,,
eat,en,action_words,eat,eat,0.3214646035793954,20.851435255088564,0.29706824087336975,10.741951769732035
fall,en,action_words,fall,fall,0.3329771323128959,23.974827953979947,0.32736542533365665,17.270140492141376
feed,en,action_words,feed,feed,0.2661080870181187,28.050883024580422,0.25555010150053126,19.436031441167273
find,en,action_words,find,find,0.2917377678189624,26.323489681136085,,
finish,en,action_words,finish,finish,0.26095882946612703,28.123588418840168,0.2468909514372466,19.56687741789118
fit,en,action_words,fit,fit,0.27513015790442535,29.66914945579177,,
fix,en,action_words,fix,fix,0.286562137738559,25.817054133704183,,
get,en,action_words,get,get,0.2893749265011749,24.98007749265186,0.4006361175417874,14.284331897536639
give,en,action_words,give,give,0.3051792460217936,26.19872166140666,0.38948470567941806,12.999942658507264
go,en,action_words,go,go,0.30973842021863673,20.228008561727872,0.3965083148776067,13.559873542814277
hate,en,action_words,hate,hate,0.24606989531216386,35.52690467620059,,
have,en,action_words,have,have,0.288258612705719,26.612817060313848,,
hear,en,action_words,hear,hear,0.2847896457062293,27.595063787769284,,
help,en,action_words,help,help,0.30181247541345135,22.890018057975237,0.4095963647926961,16.825024652607524
hide,en,action_words,hide,hide,0.283290679958023,25.8878540179584,,
hit,en,action_words,hit,hit,0.313551868736359,25.289235924819632,0.31884917659303924,16.98631040852455
hold,en,action_words,hold,hold,0.2699395683249804,26.111064669792093,,
hug,en,action_words,hug,hug,0.3031243661856516,22.41653441122576,0.39515124148222297,12.53556178997615
hurry,en,action_words,hurry,hurry,0.27518069858660676,28.638548026449907,0.24767352601687379,22.042166532415433
jump,en,action_words,jump,jump,0.32000973357092116,23.324873639948994,0.37952910125153266,17.23339442892896
kick,en,action_words,kick,kick,0.2793545123474411,25.26009645854288,0.3457757720095119,17.41746283916346
kiss,en,action_words,kiss,kiss,0.31320275097159866,21.830008444661253,0.35428537350639694,11.005380024027938
knock,en,action_words,knock,knock,0.23667569110341355,26.959074465071467,,
lick,en,action_words,lick,lick,0.2745758134197252,28.41045863799048,,
like,en,action_words,like,like,0.3174289120899948,26.316355883858147,,
listen,en,action_words,listen,listen,0.27683376040366353,28.408573757628318,,
look,en,action_words,look,look,0.3152414080774391,24.47999390404911,0.29442401082424374,13.198613926751811
love,en,action_words,love,love,0.29326672865517717,23.619620548771266,0.241722622944842,17.166201716248118
make,en,action_words,make,make,0.3000211368080679,27.59325410023718,,
open,en,action_words,open (action),open,0.3070348415631966,22.416203493546977,0.3919669692706167,14.553531571841452
paint,en,action_words,paint (action),paint,0.28649790842034434,26.923772562202007,,
pick,en,action_words,pick,pick,0.28149631551046755,28.662500427817168,,
play,en,action_words,play,play,0.3402697151815384,23.07216804885699,0.2759143256970617,15.42115500347406
pour,en,action_words,pour,pour,0.256247458458401,29.36631182844587,,
pretend,en,action_words,pretend,pretend,0.3058432443525894,30.82642524376251,,
pull,en,action_words,pull,pull,0.2712697621899392,27.04963140822013,0.30763878564599556,18.512974101194715
push,en,action_words,push,push,0.28641264033323266,25.19158113110432,0.31864719654612006,16.952386489656703
put,en,action_words,put,put,0.2840040848199581,27.51673871428203,0.34139460947531347,16.965229289972893
read,en,action_words,read,read,0.29420760625230624,23.63811439912507,0.38400426905440427,14.77989904310616
ride,en,action_words,ride,ride,0.27809001645364456,25.631224102899637,0.31671465651816166,17.419331659278544
rip,en,action_words,rip,rip,0.24838873301514341,31.57594056864704,,
run,en,action_words,run,run,0.3194053848498948,24.07839742894611,0.455416168982202,16.999620665345454
say,en,action_words,say,say,0.28287094101096355,27.78796228215064,0.31275053178506534,17.33932452611872
see,en,action_words,see,see,0.28611034677695235,23.7600293719382,0.2954258322468252,16.302306797801837
shake,en,action_words,shake,shake,0.2394970645466349,28.03189345515429,,
share,en,action_words,share,share,0.2802236275617715,27.025114952144317,,
show,en,action_words,show,show,0.2803512743747591,28.097730231880394,0.33253492939033724,17.0878208915738
sing,en,action_words,sing,sing,0.3017644013628713,25.125617384020774,0.2733935862243171,17.278791689962365
sit,en,action_words,sit,sit,0.2574904900759305,22.542902163864643,,
skate,en,action_words,skate (action),skate,0.26943963357818895,32.308287880195735,,
sleep,en,action_words,sleep,sleep,0.33874750920373886,23.275557404154274,0.30455497123882136,14.673383936124525
slide (action),en,action_words,slide (action),slide,0.2343980701793295,25.882627841001234,,
smile,en,action_words,smile,smile,0.28338890174737685,27.3121409157805,0.17207605407131701,18.429615526241285
spill,en,action_words,spill,spill,0.2783316464080756,27.67932844279371,,
splash,en,action_words,splash,splash,0.2590652977192006,26.468687461355657,0.26964960764470713,16.035304007512465
stand,en,action_words,stand,stand,0.2732113474739998,26.92906302087379,,
stay,en,action_words,stay,stay,0.2751060369453674,27.277562678883708,,
stop,en,action_words,stop,stop,0.3072034084172365,23.07922040556758,0.334280478088775,14.119008641948843
sweep,en,action_words,sweep,sweep,0.23633203856584273,27.898196553617943,,
swim,en,action_words,swim,swim,0.29424630834290727,25.36480063886601,0.26361544944152804,19.932716841038136
swing (action),en,action_words,swing (action),swing,0.25112611509078636,24.929173431303628,0.2952129556511169,17.478372955859783
take,en,action_words,take,take,0.3010916989587891,27.4977833126977,0.29998081904251234,18.689265107390156
talk,en,action_words,talk,talk,0.29137114695553246,26.82160750173304,,
taste,en,action_words,taste,taste,0.2617518746263354,29.156910976670115,,
tear,en,action_words,tear,tear,0.2594866443347967,31.55296172909855,,
think,en,action_words,think,think,0.2969068462196592,30.869311015990686,,
throw,en,action_words,throw,throw,0.2868201174071301,25.520261973583978,0.4134592486015383,14.469357560528293
tickle,en,action_words,tickle,tickle,0.245025382739553,24.434135074409745,0.2880422516735684,15.178039989605116
touch,en,action_words,touch,touch,0.2831085975641524,26.70202140351021,0.2942821649517788,16.786177251835472
wait,en,action_words,wait,wait,0.28704963417328894,26.558442083734256,0.3057851989995011,16.139109420131238
wake,en,action_words,wake,wake,0.28643986392888954,27.59498413051278,,
walk,en,action_words,walk,walk,0.27612407810744993,23.561322170622866,0.32534434824299224,14.154190153164402
wash,en,action_words,wash,wash,0.28206199939168697,24.633966399413065,0.35570949908748967,15.71702449989875
watch (action),en,action_words,watch (action),watch,0.28176167707671634,26.844823492770388,0.278617248156347,18.255841538716027
wipe,en,action_words,wipe,wipe,0.26322847532188626,26.664746154856015,0.3285856922429363,16.86901763452759
wish,en,action_words,wish,wish,0.28574357388307037,33.30447364370473,,
work (action),en,action_words,work (action),work,0.24901327014805777,26.729458321280656,,
write,en,action_words,write,write,0.25325890053074734,28.80309924971345,0.2561464820851718,22.436406211369704
all gone,en,descriptive_words,all gone,all gone,0.24903721877731766,19.836893779458467,0.3161739358075355,10.279543779533219
asleep,en,descriptive_words,asleep,asleep,0.2722800970490886,25.582770317446794,0.31114914341925737,17.661740760220518
awake,en,descriptive_words,awake,awake,0.28729943190996493,26.54406933604099,,
bad,en,descriptive_words,bad,bad,0.2559774788203694,25.940731861348958,0.19299355354913308,19.58796411524545
better,en,descriptive_words,better,better,0.2621990608278014,28.12065804109888,,
big,en,descriptive_words,big,big,0.32398419632560965,23.067302502434035,0.26177246097238155,18.824125322075012
black,en,descriptive_words,black,black,0.27337030698484194,26.312416998900307,,
blue,en,descriptive_words,blue,blue,0.3020419887364382,23.055058949742964,0.3715961056514551,20.297757951046673
broken,en,descriptive_words,broken,broken,0.3284947416034765,24.215948590861743,0.32502907904416767,20.00844098842641
brown,en,descriptive_words,brown,brown,0.2689826230505781,27.247770082480574,,
careful,en,descriptive_words,careful,careful,0.275238972686349,26.99864314569531,0.28091926672914636,14.93311107444433
clean (description),en,descriptive_words,clean (description),clean,0.29738500289796843,24.53128450586874,0.3228740041986759,18.259198118006616
cold,en,descriptive_words,cold,cold,0.3102155483929165,22.00380829168654,0.3336329881860001,16.74782673771043
cute,en,descriptive_words,cute,cute,0.24040241111072397,27.96458449456777,0.16948500739069508,23.743176988937453
dark,en,descriptive_words,dark,dark,0.2757764361339278,26.88391754495922,0.2581939757754523,22.365282978065196
dirty,en,descriptive_words,dirty,dirty,0.29519588873820507,23.22569616693661,0.3075200022783808,16.490140054840246
dry (description),en,descriptive_words,dry (description),dry,0.2721381292020537,27.49717585028628,0.26686359912040114,21.76497256559616
empty,en,descriptive_words,empty,empty,0.24881501599945738,27.159559351932582,0.26355243147213403,18.24509516261305
fast,en,descriptive_words,fast,fast,0.3011121664111284,26.154291090723767,0.35348208071526194,19.986913476003217
fine,en,descriptive_words,fine,fine,0.2532896625151026,31.63561830349376,0.1596506074735928,32.9464910946158
first,en,descriptive_words,first,first,0.29586491657023517,29.24965211752874,,
full,en,descriptive_words,full,full,0.2775324914073143,28.012367814708263,,
gentle,en,descriptive_words,gentle,gentle,0.21602323043009303,28.448284194841037,0.2881958387025287,15.253231960637041
good,en,descriptive_words,good,good,0.27472458218343276,24.790044486301916,0.2249591683832354,16.052323674129926
green,en,descriptive_words,green,green,0.27730917843593444,24.672538811622267,,
happy,en,descriptive_words,happy,happy,0.26746172653607436,24.330483129504298,0.22272483917289826,18.249612645447737
hard,en,descriptive_words,hard,hard,0.28570393595159393,28.64338317434799,0.1915064465289632,27.071304857687544
heavy,en,descriptive_words,heavy,heavy,0.2938765207933879,25.569061138226353,,
high,en,descriptive_words,high,high,0.2747676848259963,27.357075813044517,,
hot,en,descriptive_words,hot,hot,0.2613845749742976,19.33140268614463,0.40216743102921587,14.577161768036664
hungry,en,descriptive_words,hungry,hungry,0.29485924138634334,25.058340669717754,0.26175070247339854,14.922883823979845
hurt,en,descriptive_words,hurt (description),hurt,0.28694775736404915,25.545342277048192,0.31355057021887656,18.95136804336028
last,en,descriptive_words,last,last,0.2822754865028206,32.13534738743021,,
little (description),en,descriptive_words,little (description),little,0.3084741563688653,26.172885173713848,0.23449028682065048,22.46306957603619
long,en,descriptive_words,long,long,0.3156527644958874,30.202623063301463,,
loud,en,descriptive_words,loud,loud,0.29617569368970376,26.754294539512376,,
mad,en,descriptive_words,mad,mad,0.2852841599557527,28.82010533490921,,
naughty,en,descriptive_words,naughty,naughty,0.21742974479491542,33.81639622419612,0.15831415199424834,28.22427134990936
new,en,descriptive_words,new,new,0.26720363021170673,29.16544496880168,,
nice,en,descriptive_words,nice,nice,0.2424875528489675,26.349856376553788,0.21565937504845498,19.910612107937233
noisy,en,descriptive_words,noisy,noisy,0.25660097132992826,29.18416308099196,,
old,en,descriptive_words,old,old,0.2793799595847525,30.50090138500844,0.1221403410646454,39.984428111796035
orange (description),en,descriptive_words,orange (description),orange,0.28454372391309346,24.63979902684342,,
poor,en,descriptive_words,poor,poor,0.2586485478196511,34.458980704280705,,
pretty,en,descriptive_words,pretty,pretty,0.21354282967535107,26.5904721126316,0.19042385965611947,21.799529647345167
quiet,en,descriptive_words,quiet,quiet,0.27582226355539247,27.558199712572417,,
red,en,descriptive_words,red,red,0.30266698622737376,24.24951698334684,0.3211522816017896,21.746814164500265
sad,en,descriptive_words,sad,sad,0.27997747580298243,26.748453979339722,,
scared,en,descriptive_words,scared,scared,0.314844799236001,27.22442970006671,0.20585262761205778,25.804197946196968
sick,en,descriptive_words,sick,sick,0.2972807613729464,27.532381641992664,0.1688541264051106,27.917470170178188
sleepy,en,descriptive_words,sleepy,sleepy,0.2626309187401197,26.332049719125347,0.211330674152664,16.34888975887443
slow,en,descriptive_words,slow,slow,0.29838853039568564,28.98042026276249,,
soft,en,descriptive_words,soft,soft,0.2558212981621069,27.233697593076716,0.28309739179575816,18.894192530060657
sticky,en,descriptive_words,sticky,sticky,0.25696764071822553,27.446947709871964,,
stuck,en,descriptive_words,stuck,stuck,0.22919944172729875,27.010417907800957,,
thirsty,en,descriptive_words,thirsty,thirsty,0.2632028741081649,26.97324117135265,0.2523792877811807,16.939604288221467
tiny,en,descriptive_words,tiny,tiny,0.26428459165528234,31.084033793882885,,
tired,en,descriptive_words,tired,tired,0.2954967923404203,26.48244198386473,0.22447203212763206,17.20420658176373
wet,en,descriptive_words,wet (description),wet,0.3125179269896822,23.25376069180766,0.28328394876780355,17.642432127185774
white,en,descriptive_words,white,white,0.27624036887407477,26.941914722194586,,
windy,en,descriptive_words,windy,windy,0.2550559870316506,27.99552913782104,,
yellow,en,descriptive_words,yellow,yellow,0.2712133780562446,24.27285313169092,,
yucky,en,descriptive_words,yucky,yucky,0.2291551815521171,23.30678355046856,0.26080122706400866,15.760441365742437
after,en,time_words,after,after,0.27642279178468543,30.13478629658231,,
before,en,time_words,before,before,0.3006742813872286,31.92712500225951,,
day,en,time_words,day,day,0.2704945169609965,28.718576743697675,0.16410322354273263,27.632557361159037
later,en,time_words,later,later,0.26169567617100564,28.604079003791416,0.31413031070207614,21.023678577525367
morning,en,time_words,morning,morning,0.28228104615421695,27.0672937514909,0.14632914599610133,26.309551682048742
night,en,time_words,night,night,0.2650777885820677,24.949264517409503,0.1828519914818956,21.401315419765137
now,en,time_words,now,now,0.28550271585298365,26.19518503278534,0.2707971011560743,20.847377537098684
time,en,time_words,time,time,0.2569711701274104,31.98255964535758,,
today,en,time_words,today,today,0.2898460993463332,29.43627113329755,0.1272918318095287,35.74443603086099
tomorrow,en,time_words,tomorrow,tomorrow,0.2755608584634305,29.61621478561943,0.1098226169111483,40.143748658617035
tonight,en,time_words,tonight,tonight,0.26861217384815134,31.88715469507103,0.12351730897145531,36.67236961274364
yesterday,en,time_words,yesterday,yesterday,0.3054447375358845,32.60795176300749,,
he,en,pronouns,3SG.POSS,he,0.2973372947807616,28.68155760862213,0.2224661718073261,24.15411885595341
he,en,pronouns,3SG.POSS,he,0.2973372947807616,28.68155760862213,0.19827590636676176,25.17414335270973
her,en,pronouns,3SG.POSS,her,0.2806199956265079,30.436358293488997,0.2224661718073261,24.15411885595341
her,en,pronouns,3SG.POSS,her,0.2806199956265079,30.436358293488997,0.19827590636676176,25.17414335270973
hers,en,pronouns,3SG.POSS,hers,0.26446201036331585,32.533918622886084,0.2224661718073261,24.15411885595341
hers,en,pronouns,3SG.POSS,hers,0.26446201036331585,32.533918622886084,0.19827590636676176,25.17414335270973
him,en,pronouns,3SG,him,0.2819859096943313,30.798593875175644,0.2143108592443792,23.076977946662197
his,en,pronouns,3SG.POSS,his,0.2786527937845059,31.11476063549298,0.2224661718073261,24.15411885595341
his,en,pronouns,3SG.POSS,his,0.2786527937845059,31.11476063549298,0.19827590636676176,25.17414335270973
I,en,pronouns,1SG,i,0.26944237230107776,24.86342360925085,0.2276332977959658,21.799763568474127
I,en,pronouns,1SG,i,0.26944237230107776,24.86342360925085,0.26587665682286904,18.340403843296503
it,en,pronouns,3SG,it,0.25162575203707227,27.425983799663566,0.2143108592443792,23.076977946662197
me,en,pronouns,1SG,me,0.2647383241630895,22.759547604170137,0.2276332977959658,21.799763568474127
me,en,pronouns,1SG,me,0.2647383241630895,22.759547604170137,0.26587665682286904,18.340403843296503
mine,en,pronouns,1SG.POSS,mine,0.3000237438574397,20.773302459721293,0.26631715272979195,17.539676313365284
mine,en,pronouns,1SG.POSS,mine,0.3000237438574397,20.773302459721293,0.25364543024857,20.78048534050029
my,en,pronouns,1SG.POSS,my,0.2704160240853412,25.195385697236993,0.26631715272979195,17.539676313365284
my,en,pronouns,1SG.POSS,my,0.2704160240853412,25.195385697236993,0.25364543024857,20.78048534050029
myself,en,pronouns,1SG.REFL,myself,0.27009473904208964,31.622529726090317,,
our,en,pronouns,1PL.POSS,our,0.2667869958522345,32.95281383929057,,
she,en,pronouns,3SG,she,0.29496754889697824,29.482552806638317,0.2143108592443792,23.076977946662197
that,en,pronouns,that,that,0.19110440947806207,25.508196174234698,0.25127090770482796,18.741864868010087
their,en,pronouns,3PL.POSS,their,0.275826993326292,33.46474190329684,,
them,en,pronouns,3PL,them,0.2656904231763156,32.36087542167191,,
these,en,pronouns,these,these,0.23911183652066945,30.351462385612976,,
they,en,pronouns,3PL,they,0.31565200901666385,31.244993780069308,,
this,en,pronouns,this,this,0.1934574263502561,26.283228101690217,0.2589886310416626,19.138085960046663
those,en,pronouns,those,those,0.26841146530808513,31.601070205919473,,
us,en,pronouns,1PL,us,0.2791022919749375,33.012345268727394,,
we,en,pronouns,1PL,we,0.2837656601760771,30.525988455181736,,
you,en,pronouns,2SG,you,0.29620286571334264,24.44825871250601,0.2254358512882644,17.66430472659919
your,en,pronouns,2SG.POSS,your,0.29237195474793726,29.922045204955115,0.21713671400462115,20.80337072952668
yourself,en,pronouns,2SG.REFL,yourself,0.2865297028978092,34.74649678148597,,
how,en,question_words,how,how,0.2842487298170059,30.562991103494955,0.20344547126792875,26.533760754137262
what,en,question_words,what,what,0.2577920907686582,24.63041379797344,0.2462233099409271,18.320663428175276
when,en,question_words,when (question),when,0.3080351056857036,31.65301153136859,0.15542434958107973,33.17234975964717
where,en,question_words,where (question),where,0.2837235014303841,25.840633531070786,0.2445422995245457,16.13104102365923
which,en,question_words,which (question),which,0.2947802034240457,33.4989932045677,,
who,en,question_words,who,who,0.27231406436941924,28.908133122661752,0.24184591835081487,19.25066707302818
why,en,question_words,why,why,0.2669199417588377,27.924304247226573,0.17260079691004565,29.278842832209698
about,en,locations,about,about,0.30966163839874356,33.212533250025785,,
above,en,locations,above,above,0.2470145313060453,34.00055482314584,,
around,en,locations,around,around,0.26169371525596313,31.024940509938375,,
at,en,locations,at,at,0.2607884418825662,29.6560003024812,,
